cloneId	symbol	pDNA.p0.10025	pDNA.p0.10025_10056	pDNA.p0.110625	pDNA.p0.110709	pDNA.p0.110709_10056	pDNA.p0.54_10051	HPAFII_PANCREAS.p5.A	HPAFII_PANCREAS.p5.B	HPAFII_PANCREAS.p5.C	HPAFII_PANCREAS.p5.D
TRCN0000006128	MPP2	15	15	19	15	16	16	4	2	1	1
TRCN0000006132	MPP3	21	22	13	19	17	22	17	24	10	6
TRCN0000006136	FXN	8	9	11	10	8	9	7	31	11	29
TRCN0000006156	MAPKAPK3	7	7	6	7	6	7	3	7	6	1
TRCN0000006171	GNE	6	5	3	6	5	3	3	1	1	2
TRCN0000006176	NME5	11	10	11	11	12	11	18	20	16	26
TRCN0000006189	PHKA1	12	13	16	14	14	14	14	35	35	10
TRCN0000006235	PKMYT1	91	87	85	57	97	87	12	5	8	10
TRCN0000006239	MINK1	43	42	40	45	49	49	77	30	48	17
TRCN0000006244	CDK17	28	29	25	29	29	30	10	9	12	7
TRCN0000006252	PKN2	36	37	29	34	35	42	15	23	31	29
TRCN0000006253	PKN2	32	31	35	34	34	37	3	3	5	4
TRCN0000006279	CCL2	24	23	24	24	24	25	44	49	51	201
TRCN0000006335	CDK18	10	11	8	10	11	15	5	1	21	7
TRCN0000006344	PRKY	16	16	15	14	13	15	16	46	15	17
TRCN0000006352	RPS6KA2	19	18	18	16	20	22	9	9	16	8
TRCN0000006375	TGFA	16	17	18	20	19	20	2	1	2	2
TRCN0000006386	PKLR	12	12	10	13	14	14	6	1	1	2
TRCN0000006391	PRKAG3	9	10	6	10	10	9	20	20	9	15
TRCN0000006419	EPHA7	9	10	9	10	10	11	12	13	5	4
TRCN0000006443	CMPK1	20	19	29	18	21	22	22	5	13	3
TRCN0000006453	GZMA	8	5	13	12	6	9	1	1	2	1
TRCN0000006463	RIC8B	15	14	8	13	13	15	9	12	10	6
TRCN0000006470	GPSM2	17	17	26	16	17	20	4	6	1	6
TRCN0000006478	ARHGAP5	18	17	13	13	18	19	5	8	7	8
TRCN0000006517	NFKB1	13	14	15	14	13	14	18	35	5	19
TRCN0000006530	CUL4A	4	3	5	5	3	4	2	2	2	4
TRCN0000006539	CUL5	30	32	25	35	31	30	13	6	17	12
TRCN0000006544	BTRC	15	17	18	14	13	22	14	28	15	19
TRCN0000006561	MAD1L1	20	23	16	25	22	23	38	31	15	38
TRCN0000006600	SF3A1	5	5	5	5	5	5	1	1	1	1
TRCN0000006624	SRSF6	17	19	19	18	18	19	67	58	28	62
TRCN0000006630	SRSF9	8	10	10	9	10	8	2	23	1	6
TRCN0000006682	AGT	10	8	8	7	8	9	13	31	7	6
TRCN0000006748	CST3	25	26	40	28	29	24	6	5	8	16
TRCN0000006756	CSTA	8	9	12	9	9	8	4	17	1	4
TRCN0000006769	F2RL1	27	30	38	30	29	30	28	56	26	47
TRCN0000006774	F2RL2	15	16	10	14	13	14	20	25	11	39
TRCN0000006782	F7	20	20	23	23	21	22	2	3	1	6
TRCN0000006802	FAP	17	19	18	18	17	15	24	46	14	26
TRCN0000006805	FAP	21	23	33	24	23	20	18	33	4	8
TRCN0000006814	ADAM2	11	11	13	11	10	13	14	5	16	18
TRCN0000006826	GZMK	9	9	3	3	9	8	4	6	1	3
TRCN0000006853	PPP1R2	19	19	17	22	19	22	8	13	14	5
TRCN0000006859	PPP1R3A	15	15	10	15	14	15	5	12	10	6
TRCN0000006873	PPP2R3A	41	43	43	38	35	38	81	78	57	82
TRCN0000006905	ANP32A	11	10	12	12	12	14	9	2	1	14
TRCN0000006947	PPP1R14A	4	4	3	4	4	4	2	3	3	4
TRCN0000006952	ENPP6	15	15	12	15	15	16	13	23	66	14
TRCN0000006999	HIPK4	23	26	28	27	25	27	7	2	5	3
TRCN0000007093	GMIP	12	11	14	12	13	12	1	4	1	3
TRCN0000007131	STK32A	13	13	8	9	9	12	36	14	17	17
TRCN0000007145	TRIB2	10	10	15	11	11	13	16	6	6	16
TRCN0000007149	SCYL2	8	9	6	10	10	10	2	1	3	1
TRCN0000007151	SCYL2	6	6	5	6	6	6	5	9	1	6
TRCN0000007167	CARM1	14	14	16	14	13	16	1	1	3	2
TRCN0000007236	SQSTM1	4	3	6	4	3	3	1	3	19	4
TRCN0000007256	UBA3	9	9	10	10	10	9	115	7	15	25
TRCN0000007263	DDIT3	8	8	12	9	9	8	1	1	1	1
TRCN0000007269	PSMB8	8	10	6	7	9	11	2	2	3	8
TRCN0000007310	CREB1	7	7	6	7	7	7	12	9	21	11
TRCN0000007317	ANKFN1	22	20	18	21	21	27	2	20	4	5
TRCN0000007322	FJX1	19	20	17	18	19	20	19	1	14	4
TRCN0000007327	NPR1	18	21	17	17	17	18	6	10	10	8
TRCN0000007346	TRAF5	1157	1183	1151	1238	1279	291	127	182	160	141
TRCN0000007354	BAG6	24	26	28	25	26	28	3	3	7	13
TRCN0000007370	BAP1	19	21	18	21	21	21	29	74	65	27
TRCN0000007395	UBE4A	3	5	3	3	3	4	6	2	10	15
TRCN0000007417	SIAH2	7	8	4	7	7	7	2	1	1	4
TRCN0000007425	USP14	5	5	4	6	6	6	1	8	1	1
TRCN0000007426	USP14	8	10	12	10	10	10	2	12	17	7
TRCN0000007430	USP10	12	12	13	13	14	11	3	17	1	9
TRCN0000007455	UBE2K	7	10	7	9	10	9	7	9	8	6
TRCN0000007463	STAT2	3	5	7	5	4	4	2	1	1	1
TRCN0000007469	RANBP9	14	15	17	17	14	17	10	16	5	2
TRCN0000007478	SAE1	6	6	4	6	6	6	10	11	23	17
TRCN0000007482	HSF1	6	6	7	5	7	9	2	2	4	7
TRCN0000007491	RNF103	12	5	20	17	5	17	5	7	15	5
TRCN0000007495	UBXN8	27	31	35	31	33	28	17	22	62	37
TRCN0000007500	ARIH1	6	6	7	5	6	5	1	2	3	3
TRCN0000007510	USPL1	4	4	3	4	4	5	1	4	1	4
TRCN0000007534	SKP2	24	22	29	26	24	26	3	2	3	3
TRCN0000007537	UCHL3	13	8	9	9	10	15	10	6	6	22
TRCN0000007543	ZFAND5	21	21	20	26	24	26	14	19	22	32
TRCN0000007568	USP15	21	22	22	22	19	21	39	61	23	46
TRCN0000007574	TRIM38	16	17	18	16	16	13	18	10	19	49
TRCN0000007578	UBE2E3	13	14	9	9	12	15	1	2	3	4
TRCN0000007583	NXF1	54	27	80	82	33	74	1	1	4	2
TRCN0000007591	UBD	9	9	6	9	9	9	6	16	16	11
TRCN0000007592	UBD	127	134	133	132	129	116	126	169	125	161
TRCN0000007601	RBCK1	7	8	9	10	9	8	1	1	2	1
TRCN0000007633	BRAP	30	30	21	31	28	33	97	64	202	52
TRCN0000007650	SUMO3	20	21	24	21	21	19	1	2	1	2
TRCN0000007655	SUMO2	25	27	30	27	28	31	3	3	1	2
TRCN0000007672	UBE2S	6	5	8	8	8	6	2	2	6	19
TRCN0000007675	UBE2S	8	8	12	8	9	9	24	11	29	14
TRCN0000007682	RWDD1	47	52	32	43	39	43	21	26	24	42
TRCN0000007696	USP47	18	14	16	17	15	21	11	19	17	11
TRCN0000007723	RNF121	26	26	30	28	25	29	6	12	3	5
TRCN0000007739	UBQLN4	11	11	11	11	10	12	39	28	13	126
TRCN0000011120	USP26	33	38	25	35	34	39	49	58	35	59
TRCN0000011133	UBL7	13	14	18	14	16	16	1	1	1	2
TRCN0000011135	UBL7	7	8	8	8	7	7	2	6	2	6
TRCN0000011165	ZNRF2	23	24	27	26	27	30	2	8	12	1
TRCN0000011189	RWDD4	22	22	20	26	26	24	29	50	60	55
TRCN0000011194	TAB3	17	16	27	19	20	22	4	7	8	3
TRCN0000007753	UBE2Q2	14	14	13	15	14	14	11	14	3	13
TRCN0000007797	IQUB	11	11	12	10	12	19	15	26	34	32
TRCN0000007803	RNF166	3	4	5	5	4	4	2	5	2	9
TRCN0000007805	ZNRF4	14	12	13	15	13	13	9	8	6	7
TRCN0000007838	CD47	27	28	35	29	26	25	7	17	6	4
TRCN0000007848	BNIP3L	25	26	27	27	24	25	32	26	22	30
TRCN0000007902	TREX1	13	14	13	13	13	13	8	44	19	45
TRCN0000007929	PARP1	7	7	11	8	8	9	1	4	7	8
TRCN0000007937	PARP2	4	3	6	4	5	4	2	1	11	2
TRCN0000007959	APEX1	9	9	11	10	9	9	2	2	1	2
TRCN0000007980	EPS15	14	16	4	5	15	16	8	9	8	10
TRCN0000007996	RAB7A	12	12	16	12	12	11	4	1	2	3
TRCN0000008011	GNLY	11	10	10	8	11	13	7	16	8	13
TRCN0000008017	UBA5	9	8	10	10	9	11	3	2	1	2
TRCN0000008023	TRADD	10	10	16	12	11	11	10	5	20	9
TRCN0000008032	GPR182	15	17	10	13	15	16	71	32	45	31
TRCN0000008052	ADRA1A	10	11	11	11	10	9	7	6	2	4
TRCN0000008055	ADRA1A	11	8	11	12	11	13	20	11	9	6
TRCN0000008063	ADRA1D	34	35	35	37	32	33	86	69	47	28
TRCN0000008077	ADRA2C	17	20	24	21	18	23	6	7	3	7
TRCN0000008109	AVPR2	14	13	21	16	15	14	5	14	9	7
TRCN0000008131	BDKRB1	53	52	57	60	56	49	12	4	2	8
TRCN0000008137	CXCR5	27	27	17	22	21	25	28	17	24	27
TRCN0000008151	TMEM11	30	31	27	32	31	33	60	49	32	44
TRCN0000008171	CASR	10	9	12	10	9	10	12	15	2	20
TRCN0000008176	CCBP2	11	12	8	11	10	11	1	2	4	3
TRCN0000008184	CCR1	24	24	15	23	23	24	23	60	150	35
TRCN0000008199	CCR5	19	19	7	18	17	20	11	18	19	19
TRCN0000008200	CCR5	24	23	25	18	23	29	22	36	70	46
TRCN0000008201	CCR5	6	5	7	6	5	5	5	2	1	4
TRCN0000008211	CCR7	48	54	61	54	48	44	206	199	136	209
TRCN0000008237	CD97	32	34	36	38	40	36	108	29	53	23
TRCN0000011267	CHRM4	11	12	26	14	13	15	25	5	6	7
TRCN0000011270	CHRM5	12	14	12	13	11	13	719	17	128	19
TRCN0000011325	CYSLTR1	8	3	11	14	3	11	1	2	3	1
TRCN0000221141	S1PR4	6	5	6	5	5	5	16	8	11	25
TRCN0000221147	EDNRA	25	24	3	3	25	31	2	2	2	2
TRCN0000008251	GPR37L1	14	9	23	16	11	14	8	4	13	9
TRCN0000008254	ELTD1	49	52	40	54	53	55	21	34	29	31
TRCN0000008261	GPR174	21	22	21	22	21	23	14	31	11	29
TRCN0000008273	GPR172A	24	24	20	21	20	20	33	19	22	17
TRCN0000008329	FZD4	30	32	21	27	27	32	9	9	10	6
TRCN0000008331	FZD4	14	15	17	17	17	16	3	4	19	8
TRCN0000008333	FZD4	19	21	27	25	23	21	28	11	9	8
TRCN0000008346	FZD7	11	13	14	13	12	12	4	17	1	3
TRCN0000008349	FZD8	30	25	22	12	27	32	3	2	2	3
TRCN0000008351	FZD8	15	16	17	18	18	18	6	6	6	6
TRCN0000008363	GPR156	16	17	24	17	18	18	1	1	5	4
TRCN0000008381	GALR2	19	18	18	12	18	21	3	13	2	2
TRCN0000008633	TCOF1	12	12	13	13	14	13	1	1	1	1
TRCN0000008641	RPS14	20	23	24	25	24	22	1	1	1	1
TRCN0000008648	NDST1	13	12	14	12	13	13	13	5	5	9
TRCN0000008668	C5orf62	20	22	16	20	21	24	12	14	12	13
TRCN0000008689	CCDC69	20	18	37	26	20	23	4	6	4	49
TRCN0000008712	SPARC	16	17	17	20	18	18	8	4	3	9
TRCN0000008715	ATOX1	15	16	16	19	16	15	51	35	42	10
TRCN0000008729	CDC73	25	28	17	24	22	23	58	64	52	66
TRCN0000008731	CDC73	12	13	13	14	14	15	6	1	11	3
TRCN0000008738	CTR9	17	17	17	21	18	23	2	10	7	2
TRCN0000008776	DNAJA3	64	67	45	68	63	60	62	55	70	103
TRCN0000008791	DNAJB1	17	16	15	8	20	24	8	3	4	4
TRCN0000008801	GNAT2	43	45	31	46	44	46	13	17	17	16
TRCN0000011480	GPBAR1	5	6	9	7	6	6	1	1	1	1
TRCN0000011503	GPR101	8	6	8	12	6	13	1	2	3	2
TRCN0000011535	GPR113	6	7	7	7	8	7	6	4	7	14
TRCN0000011556	GPR124	15	15	19	18	17	18	11	26	26	26
TRCN0000008824	GPR15	21	22	16	24	21	24	4	3	3	6
TRCN0000008836	CCR10	13	12	15	18	17	15	65	51	43	8
TRCN0000008842	GPR20	9	9	13	8	8	9	5	7	5	3
TRCN0000008847	GPR21	26	26	26	25	25	28	18	23	4	17
TRCN0000008853	GPR22	39	41	33	37	37	43	52	68	85	82
TRCN0000008898	MLNR	27	26	53	37	39	37	15	5	19	24
TRCN0000011588	LGR5	10	10	7	9	9	10	6	9	9	7
TRCN0000011604	GPR52	17	18	13	18	17	18	31	49	28	31
TRCN0000011611	GPR55	6	6	11	7	6	7	1	1	2	1
TRCN0000011614	GPR55	17	16	16	16	16	19	134	26	23	15
TRCN0000011619	GPR56	14	14	12	16	16	14	2	8	2	7
TRCN0000011640	GPR64	14	15	16	14	15	17	12	5	13	8
TRCN0000011645	GPR65	13	12	11	14	12	13	14	33	45	32
TRCN0000011656	NPBWR1	9	8	9	8	9	9	1	4	2	2
TRCN0000008904	GPR83	11	9	8	7	9	8	6	13	7	4
TRCN0000008953	GPR84	16	16	16	17	16	14	35	37	13	22
TRCN0000008972	GPR88	10	10	14	10	11	11	2	1	1	5
TRCN0000008980	LPAR5	11	13	8	14	15	13	11	2	14	12
TRCN0000009079	HRH4	10	9	9	11	10	10	3	6	8	10
TRCN0000009087	HTR1B	7	8	5	9	9	9	4	2	20	3
TRCN0000009100	HTR2C	9	10	13	9	10	12	31	41	10	24
TRCN0000009125	HTR7	5	4	3	4	4	5	8	2	2	1
TRCN0000009127	GPR135	12	11	9	11	11	13	9	9	27	14
TRCN0000011726	LPHN2	16	16	14	17	17	17	2	11	3	6
TRCN0000011741	MAS1L	29	30	26	28	26	24	2	11	23	13
TRCN0000011744	MC1R	13	12	10	10	12	13	15	33	88	23
TRCN0000011753	MC3R	11	11	11	9	11	12	3	3	1	7
TRCN0000011764	MC5R	16	17	21	15	16	18	4	2	6	5
TRCN0000009214	NPY2R	18	19	14	18	17	21	117	30	7	32
TRCN0000009218	NPY5R	22	21	19	21	19	22	35	83	61	112
TRCN0000009238	OPN1LW	34	37	51	40	38	33	21	28	10	43
TRCN0000009253	OPN3	14	13	14	14	13	12	6	10	8	10
TRCN0000009257	OPN4	13	13	10	13	14	15	2	1	11	1
TRCN0000009280	OR10H2	32	33	20	28	25	28	47	34	108	101
TRCN0000009300	OR12D2	56	60	63	59	61	31	16	18	19	29
TRCN0000009303	OR12D2	40	40	27	38	36	39	14	22	28	32
TRCN0000009320	OR1D2	8	9	11	9	9	7	12	5	6	4
TRCN0000009331	OR1E2	32	29	32	31	30	36	30	42	24	38
TRCN0000009332	OR1E2	20	23	18	21	22	25	10	10	10	10
TRCN0000009343	OR1G1	15	16	18	9	15	15	34	44	41	37
TRCN0000009351	OR2B2	18	19	16	17	17	20	15	32	1	8
TRCN0000009358	OR2C1	14	15	10	14	15	14	4	1	1	1
TRCN0000009367	OR2H1	7	9	5	8	7	7	2	1	1	3
TRCN0000009372	OR2J2	13	12	21	15	14	15	12	1	7	2
TRCN0000009375	OR2J2	8	7	8	6	6	9	1	1	2	8
TRCN0000009392	OR3A2	21	24	34	24	26	29	11	23	121	13
TRCN0000009397	OR3A3	10	12	12	11	11	12	77	16	8	59
TRCN0000009418	OR52A1	16	16	16	13	14	13	17	49	27	34
TRCN0000009433	OR6A2	22	22	17	20	20	24	7	4	4	6
TRCN0000009449	OR8B8	27	28	32	31	29	30	9	13	20	5
TRCN0000009451	OR8B8	21	20	15	10	20	22	62	12	15	4
TRCN0000009469	P2RY10	18	18	15	18	19	20	30	28	11	6
TRCN0000012908	ZNF136	18	19	24	19	19	21	2	9	4	7
TRCN0000012943	ZNF146	24	24	21	21	21	23	66	71	41	37
TRCN0000012952	ZNF148	24	22	21	27	27	25	40	24	31	17
TRCN0000012959	ZNF154	20	22	29	25	25	26	19	27	67	21
TRCN0000012961	ZNF154	25	24	19	26	24	26	12	15	15	17
TRCN0000012967	ZNF155	7	7	9	9	9	8	1	1	1	1
TRCN0000012988	ZNF175	9	9	5	9	9	9	15	6	16	12
TRCN0000013035	ZNF207	20	21	25	23	22	23	3	2	2	4
TRCN0000013037	ZNF207	15	13	13	14	15	16	1	1	1	3
TRCN0000013078	ZNF226	12	14	10	13	14	12	480	13	18	30
TRCN0000013110	TFEB	6	5	4	7	6	6	1	1	1	1
TRCN0000013169	DPF1	9	9	14	9	10	11	3	2	1	3
TRCN0000013195	FOXN1	12	13	13	13	13	15	9	57	10	25
TRCN0000013202	KLF11	40	40	28	39	38	37	59	59	51	35
TRCN0000013212	SUPT3H	24	23	23	25	25	23	141	12	3	17
TRCN0000013213	SMARCA5	45	46	39	46	44	41	68	49	85	55
TRCN0000013216	SMARCA5	49	51	35	42	42	51	14	21	13	10
TRCN0000013222	GCM1	34	39	23	34	34	40	21	25	35	14
TRCN0000013223	GAS7	35	36	30	35	38	40	8	11	14	30
TRCN0000013234	BARX2	49	49	60	57	58	55	38	24	42	138
TRCN0000013255	KHSRP	12	12	13	12	12	15	2	1	4	3
TRCN0000013259	KLF7	57	58	48	57	55	67	76	130	53	100
TRCN0000013270	MBTPS1	10	8	13	8	8	11	2	3	2	1
TRCN0000013278	CREG1	26	26	26	26	25	26	9	54	10	15
TRCN0000013285	HESX1	11	12	11	13	10	10	57	9	43	51
TRCN0000013289	TSC22D1	13	12	12	13	12	14	5	24	5	4
TRCN0000013334	TAF1A	8	7	9	7	8	9	5	13	21	8
TRCN0000013355	TBX19	20	23	21	21	22	22	4	4	14	5
TRCN0000013368	LRRFIP1	14	15	11	16	15	17	8	2	3	8
TRCN0000013369	LRRFIP1	22	20	20	22	23	25	3	8	3	7
TRCN0000013379	MSC	21	21	28	25	23	18	87	40	43	51
TRCN0000013380	MSC	12	12	18	12	11	11	16	5	23	21
TRCN0000013440	HAND2	5	5	7	5	6	5	1	1	1	7
TRCN0000013460	LITAF	19	19	23	21	22	17	22	9	15	18
TRCN0000013475	GTF2IRD1	13	16	13	14	14	15	16	2	7	9
TRCN0000013490	NFE2L3	18	19	24	21	20	18	3	7	1	2
TRCN0000013498	ST18	23	25	17	22	23	27	2	1	1	1
TRCN0000013526	RB1CC1	15	16	16	16	15	16	24	17	67	20
TRCN0000013547	PHOX2A	12	12	13	14	15	14	3	3	6	1
TRCN0000013572	ATF3	23	22	32	26	25	24	3	8	12	7
TRCN0000013663	RUNX1T1	14	13	11	14	13	15	11	26	16	4
TRCN0000013666	RUNX1T1	10	12	11	10	10	13	22	31	15	34
TRCN0000013676	CCNT1	4	3	3	4	4	4	4	1	1	1
TRCN0000013680	CCNT2	14	14	11	17	15	13	8	3	7	28
TRCN0000013748	CUX1	25	25	26	27	27	28	30	39	44	46
TRCN0000013778	DMRT1	26	30	21	28	24	29	76	61	25	85
TRCN0000013793	TSC22D3	28	29	20	28	26	25	6	18	14	31
TRCN0000013842	EGR2	11	13	10	12	12	13	2	3	7	2
TRCN0000013846	EGR3	14	15	12	13	14	14	18	3	20	13
TRCN0000013874	ELF5	8	8	7	8	8	9	2	2	1	1
TRCN0000013882	ELK3	6	6	5	4	6	6	46	8	8	8
TRCN0000013902	EN1	13	15	19	16	16	13	2	9	2	2
TRCN0000013924	ETV1	8	8	9	6	10	10	10	1	7	3
TRCN0000013929	ETV3	24	25	17	24	21	25	22	31	29	29
TRCN0000013930	ETV3	10	10	7	11	10	12	5	2	2	1
TRCN0000013963	FOXC1	12	13	22	10	11	11	4	1	1	3
TRCN0000014010	TAAR9	51	56	67	61	57	61	91	139	180	212
TRCN0000014011	TAAR9	11	4	23	22	5	20	1	1	2	8
TRCN0000014049	TAS2R3	10	10	13	10	10	11	24	19	5	57
TRCN0000014052	TAS2R3	21	23	14	25	23	24	3	4	4	15
TRCN0000014055	P2RY4	51	53	65	57	55	54	34	30	29	39
TRCN0000014062	TAS2R39	17	17	22	14	14	16	4	2	2	7
TRCN0000014068	TAS2R4	4	5	3	4	4	4	49	1	2	128
TRCN0000014087	TAAR5	60	62	73	67	67	66	291	388	348	352
TRCN0000014114	PTAFR	70	59	68	67	59	67	36	25	23	17
TRCN0000014132	TAS2R5	17	18	13	17	17	19	16	7	4	11
TRCN0000014243	VN1R1	20	19	18	15	17	20	24	17	34	22
TRCN0000014261	RGS11	12	11	8	12	11	14	2	3	2	3
TRCN0000014327	RGS7	29	29	29	29	30	30	22	18	59	35
TRCN0000014332	RGS9	18	18	27	18	19	18	1	1	1	6
TRCN0000014338	RRH	16	18	15	17	16	19	16	9	9	11
TRCN0000014355	OR6W1P	19	18	24	20	17	18	41	24	32	3
TRCN0000014379	SSTR1	32	32	28	35	34	29	33	48	21	26
TRCN0000014388	SSTR3	9	10	13	10	8	8	47	7	58	7
TRCN0000014401	SSTR5	7	6	8	4	7	8	4	16	10	19
TRCN0000014433	RXFP4	22	25	26	24	25	22	16	20	21	49
TRCN0000014435	RXFP4	13	12	13	12	12	16	3	3	4	3
TRCN0000014459	FRZB	24	27	26	25	24	24	6	6	13	20
TRCN0000014480	GPR42	11	11	8	10	11	10	9	14	3	3
TRCN0000014492	SFRP4	12	11	12	13	12	13	30	4	9	17
TRCN0000014504	GPR89B	36	39	33	38	38	44	24	18	17	40
TRCN0000014529	NFATC3	18	17	12	20	17	21	16	7	18	16
TRCN0000014553	ILF2	15	15	17	16	16	15	1	1	3	1
TRCN0000014582	ILF3	15	16	18	12	15	17	2	1	6	6
TRCN0000014589	NFE2	9	10	7	10	13	13	9	21	23	6
TRCN0000014639	TAF11	9	9	10	8	8	11	3	25	51	4
TRCN0000014651	PDX1	5	5	4	5	5	6	4	1	78	2
TRCN0000014681	NFIB	19	22	16	21	20	22	12	19	25	24
TRCN0000014709	NFIC	16	16	22	18	16	16	2	7	5	4
TRCN0000014710	NFIC	9	6	16	12	8	10	2	3	4	23
TRCN0000014736	ZNF17	24	24	23	23	23	25	47	88	53	63
TRCN0000014743	DPF2	28	30	34	32	31	31	24	40	14	16
TRCN0000014791	HLF	33	34	25	39	37	41	84	41	32	28
TRCN0000014849	HMX1	21	19	22	24	23	22	15	43	15	20
TRCN0000014860	IRF7	16	16	10	13	14	13	30	19	43	36
TRCN0000014873	RFX3	40	41	25	37	38	43	58	56	97	82
TRCN0000014880	FOXA1	26	26	38	30	31	29	15	23	31	27
TRCN0000014895	ISL1	15	16	18	16	17	17	1	4	1	1
TRCN0000014896	ISL1	13	13	18	15	14	16	11	10	14	10
TRCN0000014902	ZSCAN20	10	7	12	13	8	15	5	2	3	3
TRCN0000014925	ZNF32	17	16	17	17	16	16	12	14	35	16
TRCN0000014930	NFYA	5	5	5	3	4	4	5	1	1	1
TRCN0000014939	TCERG1	7	8	5	9	8	9	6	9	49	6
TRCN0000014943	JUNB	10	9	11	9	10	10	2	3	2	5
TRCN0000014963	ONECUT1	17	19	14	17	17	19	8	17	1	13
TRCN0000014990	RLF	24	23	26	21	22	23	43	29	78	27
TRCN0000015022	ZSCAN21	9	9	10	10	9	10	14	2	13	6
TRCN0000015043	LMO1	18	19	23	22	21	20	14	7	3	13
TRCN0000015064	TAF7L	24	27	27	25	25	28	20	14	15	27
TRCN0000015150	SIM2	10	11	13	12	11	12	2	1	5	1
TRCN0000015154	ZNF286A	24	24	33	30	28	29	25	7	18	11
TRCN0000015162	LCORL	5	5	6	5	5	5	10	8	1	1
TRCN0000015164	HOXA9	9	5	12	10	6	9	5	6	2	1
TRCN0000015184	QKI	24	23	17	21	20	23	22	37	19	24
TRCN0000015190	MAFG	16	15	17	14	14	12	1	1	2	1
TRCN0000015219	RRN3	18	19	18	21	18	20	42	151	32	44
TRCN0000015276	HBP1	7	7	5	6	6	8	5	43	5	10
TRCN0000015301	ZNF417	20	19	17	18	20	21	39	48	61	80
TRCN0000015316	GATAD2B	42	48	32	39	39	42	38	119	22	69
TRCN0000015336	PRDM4	13	14	8	16	13	17	10	22	27	11
TRCN0000015363	LOC285563	13	14	17	14	15	15	27	6	49	10
TRCN0000015365	LOC285563	9	9	10	10	10	11	1	5	2	4
TRCN0000015395	MKL2	17	18	11	18	15	18	37	35	40	49
TRCN0000015411	TCF19	12	15	16	12	13	13	4	9	30	23
TRCN0000015425	SNAPC5	19	18	23	20	22	19	9	12	5	26
TRCN0000015433	ZNF91	19	22	17	19	19	11	31	10	23	37
TRCN0000015440	FOXD3	27	28	32	31	29	26	63	39	24	86
TRCN0000015465	ZNF560	26	23	19	26	24	28	21	24	18	23
TRCN0000015468	FOXE1	22	24	24	24	24	26	11	13	10	12
TRCN0000015482	TCERG1L	20	19	17	20	17	20	3	5	7	2
TRCN0000015500	HMG20B	12	13	14	12	11	12	71	15	44	47
TRCN0000015514	FOXB1	8	4	23	14	5	15	1	2	1	1
TRCN0000015545	FOXM1	44	44	29	44	43	48	112	96	88	35
TRCN0000015563	TCF21	20	20	24	21	20	22	97	72	47	75
TRCN0000015580	HMG20A	34	38	42	42	41	40	5	1	3	5
TRCN0000015593	ZBTB32	21	20	17	20	20	21	16	21	25	21
TRCN0000015617	WHSC1L1	19	16	12	21	16	19	13	12	39	11
TRCN0000015623	FOXD2	30	31	21	28	27	28	29	36	51	43
TRCN0000015629	SMARCC1	15	14	13	14	13	17	6	2	12	7
TRCN0000015634	TSHZ3	24	25	25	16	24	26	3	1	3	8
TRCN0000015643	HOXB3	13	12	16	11	13	14	2	2	2	1
TRCN0000015648	LZTS1	30	32	36	28	26	27	55	71	130	44
TRCN0000015654	CITED2	18	18	16	17	18	15	6	6	1	12
TRCN0000015668	TGIF2LY	47	48	61	57	55	47	5	4	4	1
TRCN0000015669	TGIF2LY	85	75	79	54	90	93	10	24	8	14
TRCN0000015674	UNCX	20	19	22	24	25	20	212	117	97	29
TRCN0000015688	ZNF563	20	18	21	19	19	24	8	20	27	17
TRCN0000015702	SMARCC2	17	17	29	18	17	18	1	1	1	2
TRCN0000015710	FOXR1	21	23	24	24	24	24	11	12	37	36
TRCN0000015723	SNF8	14	15	15	18	16	19	4	10	14	5
TRCN0000015751	TAF5L	3	3	3	4	3	3	1	1	38	3
TRCN0000015783	ZBTB4	19	19	20	22	22	23	10	8	9	16
TRCN0000015812	GRHL2	10	11	9	10	10	13	5	5	12	2
TRCN0000015823	AFF4	8	10	7	10	10	12	1	1	2	3
TRCN0000015880	KLF8	19	21	20	21	21	22	5	13	17	19
TRCN0000015883	ZNF702P	15	16	17	14	13	13	61	38	35	18
TRCN0000015885	ZNF702P	16	17	21	18	17	16	27	26	16	28
TRCN0000015893	MEF2D	17	17	13	16	14	13	6	3	9	10
TRCN0000015909	HMX3	17	15	12	16	19	19	6	3	2	5
TRCN0000015927	ZNF565	16	15	16	12	14	16	10	5	16	9
TRCN0000015985	LOC341098	14	13	15	15	14	12	16	3	16	18
TRCN0000015991	PAX4	10	8	6	4	7	9	5	5	4	9
TRCN0000016000	ZNF569	29	29	27	27	28	28	5	4	10	6
TRCN0000016002	ZNF569	7	7	6	4	8	9	3	2	6	3
TRCN0000016004	FOS	14	16	12	18	20	19	2	2	1	1
TRCN0000016008	GATAD1	16	15	18	16	16	19	1	4	2	3
TRCN0000016032	ECD	14	14	10	12	12	12	32	22	12	21
TRCN0000016044	MEIS2	5	6	6	6	5	5	4	1	1	1
TRCN0000016061	PAX5	14	16	7	16	16	18	18	19	17	27
TRCN0000016067	CREB3L4	6	6	10	7	7	6	15	62	23	4
TRCN0000016075	SOX3	10	10	13	11	11	12	4	2	3	1
TRCN0000016078	HES4	7	7	9	6	8	7	1	4	1	1
TRCN0000016084	ZFP82	8	5	11	9	6	10	7	1	10	4
TRCN0000016092	HOXB9	8	7	7	11	9	8	15	20	8	4
TRCN0000016110	MEOX1	17	19	12	18	18	20	22	13	51	10
